UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-5098-5515,46,Uttar Pradesh,Gujarat,Domestic Worker,957,Highly-skilled,None,2026-03-07
MOCK-UAN-5629-3813,46,Jharkhand,Gujarat,Gig Worker,569,Semi-skilled,eShram,2026-04-02
MOCK-UAN-9543-2196,26,Jharkhand,Jharkhand,Domestic Worker,562,Skilled,eShram,2026-06-07
MOCK-UAN-6127-1593,24,Andhra Pradesh,Uttar Pradesh,Domestic Worker,585,Skilled,PM-SYM,2025-07-28
MOCK-UAN-1919-2011,54,Uttar Pradesh,West Bengal,Manufacturing,529,Skilled,PM-Kisan,2026-06-26
MOCK-UAN-3866-9346,30,Jharkhand,Gujarat,Construction,344,Unskilled,PM-SYM,2026-05-12
MOCK-UAN-8396-1505,61,Jharkhand,Jharkhand,Domestic Worker,355,Unskilled,PM-SYM,2025-11-13
MOCK-UAN-4657-5891,64,Karnataka,Karnataka,Manufacturing,934,Highly-skilled,None,2025-02-08
MOCK-UAN-8734-5471,65,Gujarat,Maharashtra,Construction,1020,Highly-skilled,eShram,2025-01-13
MOCK-UAN-8956-3877,22,Odisha,Odisha,Gig Worker,984,Highly-skilled,PM-Kisan,2024-10-13
MOCK-UAN-1910-7625,65,West Bengal,West Bengal,Manufacturing,667,Skilled,eShram,2026-03-14
MOCK-UAN-5063-5932,41,Karnataka,Karnataka,Gig Worker,690,Skilled,PM-Kisan,2026-04-28
MOCK-UAN-4524-6993,36,Odisha,West Bengal,Manufacturing,973,Highly-skilled,Ayushman Bharat,2025-08-08
MOCK-UAN-5764-6116,32,Bihar,Odisha,Construction,648,Skilled,None,2024-12-03
MOCK-UAN-9193-4041,32,Maharashtra,Maharashtra,Gig Worker,435,Unskilled,Ayushman Bharat,2025-05-22
MOCK-UAN-8242-5872,20,Karnataka,Odisha,Construction,423,Unskilled,PM-Kisan,2026-01-17
MOCK-UAN-8917-2676,49,Odisha,Odisha,Domestic Worker,590,Skilled,PM-Kisan,2024-12-07
MOCK-UAN-3616-9031,46,Bihar,Maharashtra,Manufacturing,610,Skilled,PM-SYM,2026-01-04
MOCK-UAN-4349-7973,23,Maharashtra,Tamil Nadu,Construction,1014,Highly-skilled,eShram,2025-02-28
MOCK-UAN-4177-7345,29,West Bengal,West Bengal,Domestic Worker,893,Highly-skilled,PM-Kisan,2026-06-14
MOCK-UAN-2303-2710,23,Maharashtra,Uttar Pradesh,Manufacturing,833,Highly-skilled,PM-SYM,2026-05-21
MOCK-UAN-8496-2796,55,Karnataka,Gujarat,Domestic Worker,1007,Highly-skilled,PM-Kisan,2024-11-22
MOCK-UAN-7572-7220,49,Bihar,Bihar,Construction,926,Highly-skilled,PM-Kisan,2025-03-11
MOCK-UAN-6956-9077,20,Andhra Pradesh,Maharashtra,Construction,507,Semi-skilled,None,2024-11-28
MOCK-UAN-3303-2395,40,Bihar,Bihar,Manufacturing,357,Unskilled,PM-Kisan,2025-11-01
MOCK-UAN-8515-4587,24,Gujarat,Uttar Pradesh,Domestic Worker,419,Semi-skilled,PM-Kisan,2025-06-14
MOCK-UAN-2511-8331,50,Uttar Pradesh,Tamil Nadu,Domestic Worker,549,Skilled,PM-SYM,2026-04-24
MOCK-UAN-7185-9394,48,Maharashtra,Bihar,Agriculture,612,Skilled,PM-Kisan,2026-08-09
MOCK-UAN-9228-8474,48,Bihar,Bihar,Agriculture,360,Semi-skilled,None,2026-04-06
MOCK-UAN-3380-6856,56,West Bengal,Bihar,Domestic Worker,885,Highly-skilled,PM-Kisan,2025-04-22
MOCK-UAN-7890-5357,18,Bihar,Jharkhand,Gig Worker,2500,Highly-skilled,PM-SYM,2024-09-22
MOCK-UAN-2085-3212,51,Jharkhand,Gujarat,Manufacturing,586,Skilled,eShram,2026-05-29
MOCK-UAN-4487-9042,45,Karnataka,Jharkhand,Manufacturing,522,Skilled,eShram,2025-12-05
MOCK-UAN-8375-8251,31,Andhra Pradesh,Maharashtra,Gig Worker,779,Skilled,eShram,2026-01-25
MOCK-UAN-5386-4921,36,Andhra Pradesh,Andhra Pradesh,Manufacturing,305,Unskilled,None,2025-02-07
MOCK-UAN-8950-7567,45,Uttar Pradesh,Tamil Nadu,Domestic Worker,971,Highly-skilled,PM-SYM,2026-07-03
MOCK-UAN-5111-2928,32,Bihar,Bihar,Manufacturing,886,Highly-skilled,None,2024-10-30
MOCK-UAN-9126-3351,57,Uttar Pradesh,Maharashtra,Agriculture,855,Highly-skilled,PM-SYM,2026-05-23
MOCK-UAN-2247-5267,51,Andhra Pradesh,Jharkhand,Construction,963,Highly-skilled,Ayushman Bharat,2026-05-15
MOCK-UAN-6971-1020,31,Gujarat,Gujarat,Gig Worker,989,Highly-skilled,eShram,2025-05-05
MOCK-UAN-1354-6494,65,Uttar Pradesh,Jharkhand,Manufacturing,241,Unskilled,eShram,2026-01-21
MOCK-UAN-7374-3987,36,Andhra Pradesh,Odisha,Gig Worker,1073,Highly-skilled,Ayushman Bharat,2026-05-17
MOCK-UAN-5241-6841,51,Karnataka,Karnataka,Construction,468,Semi-skilled,eShram,2024-10-03
MOCK-UAN-2067-1705,65,Tamil Nadu,Andhra Pradesh,Construction,857,Highly-skilled,None,2025-05-20
MOCK-UAN-6213-3148,36,Andhra Pradesh,Andhra Pradesh,Manufacturing,666,Skilled,PM-SYM,2025-08-04
MOCK-UAN-7058-1277,47,Tamil Nadu,Karnataka,Agriculture,574,Skilled,PM-Kisan,2025-10-05
MOCK-UAN-3992-2570,37,West Bengal,West Bengal,Domestic Worker,869,Highly-skilled,Ayushman Bharat,2025-03-04
MOCK-UAN-2011-5631,30,Gujarat,Tamil Nadu,Construction,261,Unskilled,None,2026-06-05
MOCK-UAN-3486-7996,61,Tamil Nadu,Tamil Nadu,Manufacturing,987,Highly-skilled,PM-Kisan,2025-04-10
MOCK-UAN-4757-5555,63,Bihar,Bihar,Domestic Worker,235,Unskilled,Ayushman Bharat,2026-03-04
MOCK-UAN-1695-9801,57,Gujarat,Odisha,Manufacturing,302,Unskilled,Ayushman Bharat,2025-11-06
MOCK-UAN-2908-2260,55,Maharashtra,Maharashtra,Manufacturing,945,Highly-skilled,Ayushman Bharat,2026-01-18
MOCK-UAN-2477-3792,29,West Bengal,Karnataka,Construction,671,Skilled,Ayushman Bharat,2025-07-27
MOCK-UAN-2163-9827,42,Odisha,Bihar,Gig Worker,397,Unskilled,Ayushman Bharat,2024-10-22
MOCK-UAN-9314-7681,26,West Bengal,West Bengal,Gig Worker,614,Skilled,Ayushman Bharat,2026-06-26
MOCK-UAN-5615-4015,47,Andhra Pradesh,Jharkhand,Domestic Worker,259,Unskilled,eShram,2025-06-19
MOCK-UAN-6488-4754,39,Maharashtra,Maharashtra,Agriculture,309,Unskilled,eShram,2025-11-23
MOCK-UAN-3913-1742,45,West Bengal,West Bengal,Manufacturing,860,Highly-skilled,PM-SYM,2026-06-18
MOCK-UAN-6426-5976,22,Bihar,Bihar,Construction,510,Semi-skilled,PM-SYM,2024-12-16
MOCK-UAN-3534-7157,23,Tamil Nadu,Uttar Pradesh,Gig Worker,1034,Highly-skilled,None,2026-08-02
MOCK-UAN-5472-2058,21,Uttar Pradesh,Uttar Pradesh,Gig Worker,1048,Highly-skilled,None,2025-07-09
MOCK-UAN-9306-9370,19,Odisha,Uttar Pradesh,Domestic Worker,538,Skilled,eShram,2026-06-24
MOCK-UAN-9223-7045,36,Gujarat,Bihar,Gig Worker,1109,Highly-skilled,eShram,2026-04-07
MOCK-UAN-2272-5963,34,West Bengal,Maharashtra,Manufacturing,938,Highly-skilled,PM-Kisan,2025-05-09
MOCK-UAN-9923-6626,54,Odisha,Jharkhand,Manufacturing,599,Skilled,None,2024-10-23
MOCK-UAN-6674-7725,26,West Bengal,West Bengal,Agriculture,504,Semi-skilled,eShram,2026-06-13
MOCK-UAN-9866-2443,63,Bihar,Karnataka,Gig Worker,668,Semi-skilled,PM-Kisan,2025-08-15
MOCK-UAN-8104-2498,30,Gujarat,Bihar,Construction,278,Unskilled,eShram,2026-02-04
MOCK-UAN-3430-3032,27,Andhra Pradesh,Andhra Pradesh,Domestic Worker,888,Highly-skilled,PM-SYM,2024-11-04
MOCK-UAN-9128-8647,61,Tamil Nadu,Bihar,Agriculture,481,Skilled,Ayushman Bharat,2026-06-22
MOCK-UAN-5652-9138,44,Uttar Pradesh,Uttar Pradesh,Domestic Worker,309,Unskilled,Ayushman Bharat,2025-08-26
MOCK-UAN-7128-1112,55,Tamil Nadu,Odisha,Construction,668,Skilled,PM-Kisan,2026-06-10
MOCK-UAN-2001-6869,42,Andhra Pradesh,Andhra Pradesh,Gig Worker,998,Highly-skilled,None,2025-01-30
MOCK-UAN-6572-2592,21,Maharashtra,Uttar Pradesh,Construction,917,Highly-skilled,PM-SYM,2025-05-17
MOCK-UAN-3657-5527,44,Karnataka,Karnataka,Manufacturing,797,Highly-skilled,PM-Kisan,2026-07-15
MOCK-UAN-8303-1086,45,Uttar Pradesh,Odisha,Construction,368,Unskilled,PM-SYM,2026-01-09
MOCK-UAN-8108-9117,28,Jharkhand,Odisha,Agriculture,672,Skilled,PM-SYM,2025-08-30
MOCK-UAN-8340-1588,30,Uttar Pradesh,Tamil Nadu,Domestic Worker,270,Unskilled,None,2024-12-02
MOCK-UAN-1865-4821,59,Tamil Nadu,Tamil Nadu,Construction,672,Skilled,PM-Kisan,2025-05-05
MOCK-UAN-6047-5601,33,Karnataka,Tamil Nadu,Construction,871,Highly-skilled,eShram,2025-10-31
MOCK-UAN-6523-4418,54,Odisha,Odisha,Gig Worker,1022,Highly-skilled,eShram,2025-10-04
MOCK-UAN-4808-5125,61,Bihar,Bihar,Agriculture,430,Semi-skilled,Ayushman Bharat,2025-11-17
MOCK-UAN-2660-7542,40,Andhra Pradesh,Tamil Nadu,Gig Worker,511,Semi-skilled,PM-SYM,2025-09-03
MOCK-UAN-7620-7975,41,Bihar,Maharashtra,Manufacturing,411,Semi-skilled,None,2025-02-06
MOCK-UAN-5038-5058,20,Andhra Pradesh,Maharashtra,Gig Worker,680,Skilled,PM-SYM,2024-12-17
MOCK-UAN-2936-7023,40,Maharashtra,West Bengal,Gig Worker,419,Unskilled,None,2025-07-09
MOCK-UAN-2081-2707,39,Jharkhand,Maharashtra,Manufacturing,384,Semi-skilled,None,2024-09-22
MOCK-UAN-9114-1646,48,Maharashtra,Maharashtra,Domestic Worker,580,Skilled,Ayushman Bharat,2024-12-26
MOCK-UAN-1385-4941,58,Odisha,West Bengal,Domestic Worker,897,Highly-skilled,eShram,2025-08-21
MOCK-UAN-2645-3305,32,Andhra Pradesh,Andhra Pradesh,Manufacturing,545,Skilled,None,2025-12-19
MOCK-UAN-5083-8626,64,Karnataka,Gujarat,Agriculture,539,Semi-skilled,eShram,2025-09-25
MOCK-UAN-9327-6961,22,Gujarat,Maharashtra,Construction,457,Semi-skilled,PM-SYM,2026-06-10
MOCK-UAN-5913-5338,26,Maharashtra,Bihar,Agriculture,566,Skilled,Ayushman Bharat,2024-11-12
MOCK-UAN-8812-5453,24,Tamil Nadu,Uttar Pradesh,Gig Worker,501,Semi-skilled,Ayushman Bharat,2025-09-28
MOCK-UAN-3235-9181,22,Odisha,Andhra Pradesh,Manufacturing,689,Skilled,Ayushman Bharat,2024-12-04
MOCK-UAN-5810-9487,42,Jharkhand,Jharkhand,Manufacturing,12628,Semi-skilled,eShram,2026-06-29
MOCK-UAN-5680-6294,30,West Bengal,Jharkhand,Domestic Worker,253,Unskilled,None,2025-12-03
MOCK-UAN-5415-1195,62,Andhra Pradesh,Andhra Pradesh,Domestic Worker,505,Semi-skilled,None,2026-03-24
MOCK-UAN-1686-2085,48,Jharkhand,Gujarat,Construction,660,Skilled,None,2025-07-01
MOCK-UAN-1683-2017,21,Tamil Nadu,Maharashtra,Construction,512,Semi-skilled,eShram,2025-03-01
MOCK-UAN-7839-5901,55,Jharkhand,West Bengal,Gig Worker,682,Skilled,Ayushman Bharat,2026-08-18
MOCK-UAN-6881-1560,32,West Bengal,Maharashtra,Agriculture,862,Highly-skilled,None,2026-07-16
MOCK-UAN-6253-4003,63,Maharashtra,Gujarat,Gig Worker,1016,Highly-skilled,None,2026-07-08
MOCK-UAN-3959-3583,58,Gujarat,Gujarat,Construction,922,Highly-skilled,Ayushman Bharat,2026-03-30
MOCK-UAN-6635-2996,36,Tamil Nadu,Tamil Nadu,Manufacturing,540,Semi-skilled,None,2024-10-25
MOCK-UAN-4748-9245,41,Tamil Nadu,Odisha,Agriculture,236,Unskilled,PM-Kisan,2026-04-17
MOCK-UAN-2022-4600,35,Karnataka,Uttar Pradesh,Agriculture,676,Skilled,PM-Kisan,2025-08-23
MOCK-UAN-2718-3026,22,Maharashtra,Maharashtra,Domestic Worker,444,Semi-skilled,eShram,2024-12-07
MOCK-UAN-2715-7992,24,Karnataka,Tamil Nadu,Construction,964,Highly-skilled,eShram,2026-04-26
MOCK-UAN-9475-5071,31,Bihar,Gujarat,Gig Worker,441,Unskilled,PM-SYM,2024-11-10
MOCK-UAN-5643-9953,53,West Bengal,Andhra Pradesh,Agriculture,568,Skilled,PM-Kisan,2026-06-02
MOCK-UAN-1938-9876,42,Gujarat,Odisha,Construction,693,Skilled,eShram,2026-06-14
MOCK-UAN-7193-3550,27,Maharashtra,Maharashtra,Domestic Worker,314,Semi-skilled,None,2025-06-24
MOCK-UAN-6726-5382,54,Uttar Pradesh,Gujarat,Domestic Worker,414,Semi-skilled,PM-SYM,2025-09-21
MOCK-UAN-9585-6934,21,Karnataka,Karnataka,Gig Worker,653,Skilled,None,2026-06-21
MOCK-UAN-1932-8879,48,Jharkhand,Maharashtra,Agriculture,387,Semi-skilled,eShram,2025-05-05
MOCK-UAN-8407-3184,39,Andhra Pradesh,Jharkhand,Gig Worker,389,Unskilled,PM-SYM,2026-04-01
MOCK-UAN-8792-6985,51,West Bengal,Jharkhand,Manufacturing,469,Semi-skilled,Ayushman Bharat,2026-02-21
MOCK-UAN-4667-2037,49,West Bengal,West Bengal,Domestic Worker,935,Highly-skilled,PM-Kisan,2026-07-24
MOCK-UAN-4362-5474,21,Tamil Nadu,Karnataka,Manufacturing,912,Highly-skilled,None,2025-12-25
MOCK-UAN-4087-8877,58,Maharashtra,Karnataka,Manufacturing,416,Semi-skilled,PM-Kisan,2024-10-25
MOCK-UAN-8263-3007,63,Odisha,Odisha,Domestic Worker,618,Skilled,None,2025-09-28
MOCK-UAN-2445-4052,30,Tamil Nadu,Jharkhand,Gig Worker,556,Semi-skilled,PM-Kisan,2025-06-20
MOCK-UAN-8552-1599,52,Maharashtra,Karnataka,Gig Worker,1046,Highly-skilled,eShram,2026-06-16
MOCK-UAN-4794-7495,37,Uttar Pradesh,Odisha,Manufacturing,938,Highly-skilled,None,2026-06-25
MOCK-UAN-5515-2989,50,West Bengal,Odisha,Construction,351,Unskilled,PM-Kisan,2025-06-13
MOCK-UAN-5671-5790,64,West Bengal,West Bengal,Construction,905,Highly-skilled,Ayushman Bharat,2025-09-13
MOCK-UAN-6499-4770,56,Bihar,Bihar,Agriculture,567,Skilled,eShram,2026-04-02
MOCK-UAN-9914-8635,30,Karnataka,Karnataka,Construction,472,Semi-skilled,None,2026-02-27
MOCK-UAN-4259-5094,26,Bihar,Bihar,Agriculture,434,Semi-skilled,None,2026-06-27
MOCK-UAN-6650-9597,65,Gujarat,Uttar Pradesh,Gig Worker,1013,Highly-skilled,PM-SYM,2025-07-10
MOCK-UAN-9698-9530,33,Maharashtra,Odisha,Construction,985,Highly-skilled,Ayushman Bharat,2024-09-21
MOCK-UAN-1651-5809,63,Karnataka,Karnataka,Construction,347,Unskilled,None,2026-08-05
MOCK-UAN-6658-2179,32,Bihar,Tamil Nadu,Gig Worker,1000,Highly-skilled,None,2025-04-08
MOCK-UAN-8319-5143,-1,West Bengal,West Bengal,Gig Worker,1007,Highly-skilled,Ayushman Bharat,2025-10-18
MOCK-UAN-1996-8466,53,Bihar,West Bengal,Domestic Worker,574,Skilled,PM-Kisan,2025-01-18
MOCK-UAN-6331-6241,50,Odisha,Jharkhand,Gig Worker,353,Unskilled,None,2025-02-10
MOCK-UAN-5813-2650,36,Bihar,Gujarat,Manufacturing,362,Semi-skilled,eShram,2025-05-15
MOCK-UAN-9714-4877,25,Gujarat,Andhra Pradesh,Construction,465,Semi-skilled,None,2025-02-05
MOCK-UAN-6026-9049,21,Odisha,Odisha,Construction,673,Skilled,PM-SYM,2025-05-12
MOCK-UAN-3410-1566,58,Andhra Pradesh,Maharashtra,Construction,614,Skilled,None,2026-07-09
MOCK-UAN-1558-4218,55,Jharkhand,Jharkhand,Gig Worker,988,Highly-skilled,eShram,2024-09-17
MOCK-UAN-4371-1885,49,West Bengal,West Bengal,Gig Worker,1023,Highly-skilled,PM-SYM,2026-07-04
MOCK-UAN-5262-3417,64,Odisha,Gujarat,Construction,526,Semi-skilled,Ayushman Bharat,2026-07-08
MOCK-UAN-9772-3012,-5,Jharkhand,Bihar,Manufacturing,246,Unskilled,eShram,2024-11-06
MOCK-UAN-4030-7091,43,Maharashtra,Maharashtra,Construction,399,Unskilled,Ayushman Bharat,2024-10-07
MOCK-UAN-2544-6729,31,Andhra Pradesh,Andhra Pradesh,Construction,706,Skilled,PM-SYM,2025-02-26
MOCK-UAN-7762-2181,47,Karnataka,Bihar,Gig Worker,493,Semi-skilled,eShram,2025-01-28
MOCK-UAN-7112-5203,26,Jharkhand,Jharkhand,Gig Worker,358,Unskilled,None,2026-08-12
MOCK-UAN-2798-7361,29,Bihar,Bihar,Gig Worker,1059,Highly-skilled,None,2025-09-21
MOCK-UAN-6547-8175,19,Karnataka,Bihar,Agriculture,292,Unskilled,None,2025-04-26
MOCK-UAN-1901-3279,22,Uttar Pradesh,Andhra Pradesh,Manufacturing,189,Unskilled,PM-SYM,2025-06-11
MOCK-UAN-1764-7385,36,Tamil Nadu,Odisha,Gig Worker,330,Unskilled,PM-SYM,2026-08-15
MOCK-UAN-2053-3082,35,Uttar Pradesh,Karnataka,Construction,637,Skilled,None,2025-08-21
MOCK-UAN-8614-1040,57,Jharkhand,Odisha,Manufacturing,391,Semi-skilled,eShram,2026-06-17
MOCK-UAN-4995-7234,46,Karnataka,Karnataka,Domestic Worker,579,Skilled,eShram,2025-07-17
MOCK-UAN-6801-2087,49,Andhra Pradesh,Gujarat,Domestic Worker,301,Unskilled,eShram,2025-01-16
MOCK-UAN-6736-3207,34,West Bengal,Maharashtra,Construction,1023,Highly-skilled,PM-SYM,2026-05-03
MOCK-UAN-9565-1437,37,Bihar,Maharashtra,Construction,485,Semi-skilled,None,2026-05-23
MOCK-UAN-2939-1795,63,Jharkhand,Jharkhand,Manufacturing,16241,Highly-skilled,Ayushman Bharat,2025-11-17
MOCK-UAN-8694-8191,50,Andhra Pradesh,Uttar Pradesh,Construction,1021,Highly-skilled,eShram,2026-05-16
MOCK-UAN-5979-9909,-5,Tamil Nadu,Uttar Pradesh,Domestic Worker,371,Unskilled,PM-Kisan,2025-08-30
MOCK-UAN-8988-2366,49,Karnataka,Tamil Nadu,Manufacturing,614,Skilled,PM-Kisan,2026-04-27
MOCK-UAN-5140-4861,27,Jharkhand,Jharkhand,Manufacturing,801,Highly-skilled,eShram,2025-01-02
MOCK-UAN-2649-6329,52,Odisha,Odisha,Construction,523,Semi-skilled,eShram,2025-10-17
MOCK-UAN-4215-1852,56,Jharkhand,Andhra Pradesh,Agriculture,502,Semi-skilled,Ayushman Bharat,2025-04-03
MOCK-UAN-8380-4397,52,Bihar,Odisha,Domestic Worker,895,Highly-skilled,eShram,2025-04-13
MOCK-UAN-3994-5664,48,Bihar,Maharashtra,Agriculture,987,Highly-skilled,None,2025-05-12
MOCK-UAN-4111-2689,42,Odisha,Jharkhand,Domestic Worker,342,Unskilled,PM-Kisan,2026-02-19
MOCK-UAN-9751-5102,20,Karnataka,Uttar Pradesh,Gig Worker,428,Unskilled,PM-Kisan,2024-10-05
MOCK-UAN-9994-6810,58,Karnataka,Karnataka,Agriculture,954,Highly-skilled,PM-Kisan,2026-02-25
MOCK-UAN-8132-8557,39,West Bengal,West Bengal,Manufacturing,316,Unskilled,PM-SYM,2025-08-18
MOCK-UAN-5699-3488,60,Jharkhand,Jharkhand,Manufacturing,175,Unskilled,PM-Kisan,2025-09-26
MOCK-UAN-8458-3566,20,Andhra Pradesh,Andhra Pradesh,Gig Worker,975,Highly-skilled,PM-Kisan,2026-03-06
MOCK-UAN-1855-8080,35,Maharashtra,Uttar Pradesh,Domestic Worker,509,Semi-skilled,PM-SYM,2024-12-28
MOCK-UAN-9012-7767,46,Bihar,Tamil Nadu,Agriculture,259,Unskilled,PM-SYM,2025-09-29
MOCK-UAN-1034-2764,27,Karnataka,Karnataka,Manufacturing,438,Semi-skilled,None,2025-06-26
MOCK-UAN-3479-9137,26,Uttar Pradesh,Uttar Pradesh,Agriculture,847,Highly-skilled,PM-SYM,2026-04-18
MOCK-UAN-8027-8709,34,Tamil Nadu,Bihar,Manufacturing,539,Semi-skilled,eShram,2025-04-14
MOCK-UAN-6689-6972,39,Karnataka,Karnataka,Manufacturing,984,Highly-skilled,PM-Kisan,2026-04-28
MOCK-UAN-6860-7871,38,Tamil Nadu,Maharashtra,Construction,605,Skilled,PM-SYM,2026-01-21
MOCK-UAN-5557-4263,58,Odisha,Karnataka,Gig Worker,1007,Highly-skilled,PM-SYM,2026-01-14
MOCK-UAN-6922-4516,32,Tamil Nadu,Tamil Nadu,Gig Worker,665,Skilled,eShram,2025-04-02
MOCK-UAN-5106-3121,33,Jharkhand,Andhra Pradesh,Construction,980,Highly-skilled,PM-SYM,2024-10-22
MOCK-UAN-8975-9603,22,Bihar,Odisha,Domestic Worker,475,Semi-skilled,PM-Kisan,2025-04-19
MOCK-UAN-6628-5267,30,Uttar Pradesh,Uttar Pradesh,Manufacturing,340,Unskilled,eShram,2026-04-10
MOCK-UAN-4573-9310,34,Andhra Pradesh,Andhra Pradesh,Domestic Worker,916,Highly-skilled,PM-SYM,2025-05-30
MOCK-UAN-2517-4252,25,West Bengal,West Bengal,Gig Worker,696,Semi-skilled,eShram,2025-03-30
MOCK-UAN-6384-1849,57,Gujarat,Gujarat,Gig Worker,498,Semi-skilled,Ayushman Bharat,2025-06-24
MOCK-UAN-5003-9913,33,Maharashtra,Maharashtra,Gig Worker,18676,Highly-skilled,PM-Kisan,2026-01-26
MOCK-UAN-4764-6348,65,West Bengal,Odisha,Gig Worker,680,Skilled,PM-Kisan,2026-05-20
MOCK-UAN-6476-2095,40,Tamil Nadu,Uttar Pradesh,Manufacturing,521,Skilled,eShram,2025-03-21
MOCK-UAN-1857-1609,44,Maharashtra,West Bengal,Construction,575,Skilled,PM-Kisan,2026-06-21
MOCK-UAN-1734-5441,60,West Bengal,West Bengal,Domestic Worker,249,Unskilled,PM-Kisan,2025-02-06
MOCK-UAN-5425-8256,45,Maharashtra,West Bengal,Manufacturing,5,Semi-skilled,PM-Kisan,2024-10-04
MOCK-UAN-8346-1667,25,Maharashtra,Maharashtra,Gig Worker,952,Highly-skilled,None,2024-09-26
MOCK-UAN-2777-2607,65,Karnataka,West Bengal,Construction,675,Skilled,None,2026-05-01
MOCK-UAN-8336-4546,24,Andhra Pradesh,Maharashtra,Manufacturing,274,Unskilled,eShram,2026-05-12
MOCK-UAN-8965-9525,36,Bihar,Bihar,Construction,491,Semi-skilled,eShram,2026-04-27
MOCK-UAN-9304-9325,45,Odisha,Odisha,Construction,994,Highly-skilled,None,2024-10-15
MOCK-UAN-1237-6054,23,Odisha,Karnataka,Gig Worker,661,Skilled,PM-SYM,2025-11-09
MOCK-UAN-9316-5192,40,Maharashtra,Maharashtra,Domestic Worker,286,Unskilled,PM-SYM,2025-04-12
MOCK-UAN-4637-5815,49,Uttar Pradesh,Maharashtra,Construction,368,Unskilled,PM-SYM,2026-01-10
MOCK-UAN-4806-5428,40,Gujarat,Maharashtra,Domestic Worker,202,Unskilled,None,2025-05-28
MOCK-UAN-6281-5080,64,Maharashtra,Maharashtra,Gig Worker,580,Skilled,PM-Kisan,2026-05-15
MOCK-UAN-8220-1480,59,Jharkhand,Gujarat,Gig Worker,567,Semi-skilled,None,2025-05-13
MOCK-UAN-3642-3283,44,Maharashtra,Maharashtra,Domestic Worker,924,Highly-skilled,PM-SYM,2026-04-25
MOCK-UAN-9986-4104,39,West Bengal,Karnataka,Domestic Worker,403,Unskilled,PM-SYM,2025-04-07
MOCK-UAN-6145-8432,59,West Bengal,Uttar Pradesh,Gig Worker,407,Unskilled,PM-SYM,2026-09-06
MOCK-UAN-6539-8756,57,Gujarat,Uttar Pradesh,Agriculture,340,Unskilled,PM-SYM,2025-08-17
MOCK-UAN-8989-9988,37,Maharashtra,Gujarat,Gig Worker,540,Semi-skilled,None,2026-09-12
MOCK-UAN-2381-2805,18,Karnataka,Tamil Nadu,Agriculture,314,Unskilled,None,2025-09-28
MOCK-UAN-4877-1158,29,Andhra Pradesh,Odisha,Manufacturing,683,Skilled,eShram,2025-04-27
MOCK-UAN-1363-5735,28,Jharkhand,Jharkhand,Manufacturing,193,Unskilled,Ayushman Bharat,2025-02-22
MOCK-UAN-5851-9209,38,Andhra Pradesh,Andhra Pradesh,Gig Worker,1020,Highly-skilled,None,2025-02-03
MOCK-UAN-1327-4883,27,Andhra Pradesh,Andhra Pradesh,Domestic Worker,706,Skilled,PM-Kisan,2026-08-12
MOCK-UAN-8253-6292,27,Bihar,Bihar,Gig Worker,564,Semi-skilled,None,2026-05-28
MOCK-UAN-7144-6020,32,Bihar,Jharkhand,Gig Worker,482,Unskilled,PM-Kisan,2026-01-29
MOCK-UAN-6595-9513,31,Tamil Nadu,West Bengal,Domestic Worker,868,Highly-skilled,eShram,2024-09-28
MOCK-UAN-3817-8488,55,Odisha,Maharashtra,Agriculture,448,Semi-skilled,eShram,2026-04-21
MOCK-UAN-1270-9067,34,Jharkhand,Andhra Pradesh,Construction,951,Highly-skilled,Ayushman Bharat,2025-05-09
MOCK-UAN-8396-6698,20,Maharashtra,Maharashtra,Manufacturing,189,Unskilled,Ayushman Bharat,2025-05-24
MOCK-UAN-1229-7837,53,Andhra Pradesh,Bihar,Construction,441,Semi-skilled,PM-Kisan,2024-10-06
MOCK-UAN-9685-2999,62,Odisha,Andhra Pradesh,Agriculture,845,Highly-skilled,None,2025-08-27
MOCK-UAN-6443-5862,36,Andhra Pradesh,Odisha,Domestic Worker,641,Skilled,PM-SYM,2025-04-04
MOCK-UAN-3663-2105,54,Maharashtra,Bihar,Domestic Worker,343,Unskilled,PM-Kisan,2026-07-15
MOCK-UAN-3171-7680,19,Uttar Pradesh,Andhra Pradesh,Domestic Worker,916,Highly-skilled,eShram,2026-04-01
MOCK-UAN-3274-3751,24,Tamil Nadu,Tamil Nadu,Gig Worker,741,Skilled,eShram,2026-05-27
MOCK-UAN-8965-7892,50,Jharkhand,Jharkhand,Gig Worker,541,Semi-skilled,PM-Kisan,2024-12-21
MOCK-UAN-5614-8754,37,Maharashtra,Maharashtra,Domestic Worker,660,Skilled,Ayushman Bharat,2025-12-17
MOCK-UAN-4897-9670,32,Tamil Nadu,Gujarat,Agriculture,300,Unskilled,eShram,2026-04-26
MOCK-UAN-8724-5491,34,Maharashtra,West Bengal,Domestic Worker,452,Semi-skilled,PM-SYM,2025-03-24
MOCK-UAN-3240-4040,25,Jharkhand,West Bengal,Construction,486,Semi-skilled,eShram,2026-06-26
MOCK-UAN-3260-9606,50,West Bengal,West Bengal,Manufacturing,334,Unskilled,eShram,2026-08-07
MOCK-UAN-1497-1948,58,Tamil Nadu,Karnataka,Construction,328,Unskilled,PM-Kisan,2026-05-25
